x:  0.7 , xnext:  0.63
x:  0.660424959672 , xnext:  0.672791496943
x:  0.672791496943 , xnext:  0.660429295753
x:  0.660429295753 , xnext:  0.672787323193
x:  0.672787323193 , xnext:  0.660433622832
x:  0.660433622832 , xnext:  0.672783157995
x:  0.672783157995 , xnext:  0.660437940939
x:  0.660437940939 , xnext:  0.672779001321
x:  0.672779001321 , xnext:  0.660442250107
x:  0.660442250107 , xnext:  0.672774853142
x:  0.672774853142 , xnext:  0.660446550366
x:  0.660446550366 , xnext:  0.672770713427
x:  0.672770713427 , xnext:  0.660450841745
x:  0.660450841745 , xnext:  0.672766582149
x:  0.672766582149 , xnext:  0.660455124277
x:  0.660455124277 , xnext:  0.67276245928
x:  0.67276245928 , xnext:  0.660459397991
x:  0.660459397991 , xnext:  0.672758344789
x:  0.672758344789 , xnext:  0.660463662917
x:  0.660463662917 , xnext:  0.67275423865
x:  0.67275423865 , xnext:  0.660467919086
x:  0.660467919086 , xnext:  0.672750140833
x:  0.672750140833 , xnext:  0.660472166527
x:  0.660472166527 , xnext:  0.672746051311
x:  0.672746051311 , xnext:  0.66047640527
x:  0.66047640527 , xnext:  0.672741970055
x:  0.672741970055 , xnext:  0.660480635344
x:  0.660480635344 , xnext:  0.672737897038
x:  0.672737897038 , xnext:  0.66048485678
x:  0.66048485678 , xnext:  0.672733832233
x:  0.672733832233 , xnext:  0.660489069607
x:  0.660489069607 , xnext:  0.67272977561
x:  0.67272977561 , xnext:  0.660493273853
x:  0.660493273853 , xnext:  0.672725727144
x:  0.672725727144 , xnext:  0.660497469548
x:  0.660497469548 , xnext:  0.672721686806
x:  0.672721686806 , xnext:  0.66050165672
x:  0.66050165672 , xnext:  0.67271765457
x:  0.67271765457 , xnext:  0.660505835399
x:  0.660505835399 , xnext:  0.672713630408
x:  0.672713630408 , xnext:  0.660510005614
x:  0.660510005614 , xnext:  0.672709614294
x:  0.672709614294 , xnext:  0.660514167392
x:  0.660514167392 , xnext:  0.6727056062
x:  0.6727056062 , xnext:  0.660518320761
x:  0.660518320761 , xnext:  0.6727016061
x:  0.6727016061 , xnext:  0.660522465752
x:  0.660522465752 , xnext:  0.672697613967
x:  0.672697613967 , xnext:  0.66052660239
x:  0.66052660239 , xnext:  0.672693629775
x:  0.672693629775 , xnext:  0.660530730705
x:  0.660530730705 , xnext:  0.672689653498
x:  0.672689653498 , xnext:  0.660534850725
x:  0.660534850725 , xnext:  0.672685685108
x:  0.672685685108 , xnext:  0.660538962476
x:  0.660538962476 , xnext:  0.672681724582
x:  0.672681724582 , xnext:  0.660543065987
x:  0.660543065987 , xnext:  0.672677771891
x:  0.672677771891 , xnext:  0.660547161284
x:  0.660547161284 , xnext:  0.67267382701
x:  0.67267382701 , xnext:  0.660551248397
x:  0.660551248397 , xnext:  0.672669889915
x:  0.672669889915 , xnext:  0.66055532735
x:  0.66055532735 , xnext:  0.672665960578
x:  0.672665960578 , xnext:  0.660559398173
x:  0.660559398173 , xnext:  0.672662038975
x:  0.672662038975 , xnext:  0.660563460891
x:  0.660563460891 , xnext:  0.67265812508
x:  0.67265812508 , xnext:  0.660567515531
x:  0.660567515531 , xnext:  0.672654218868
x:  0.672654218868 , xnext:  0.660571562121
x:  0.660571562121 , xnext:  0.672650320314
x:  0.672650320314 , xnext:  0.660575600686
x:  0.660575600686 , xnext:  0.672646429393
x:  0.672646429393 , xnext:  0.660579631254
x:  0.660579631254 , xnext:  0.672642546079
x:  0.672642546079 , xnext:  0.66058365385
x:  0.66058365385 , xnext:  0.672638670349
x:  0.672638670349 , xnext:  0.660587668501
x:  0.660587668501 , xnext:  0.672634802176
x:  0.672634802176 , xnext:  0.660591675232
x:  0.660591675232 , xnext:  0.672630941538
x:  0.672630941538 , xnext:  0.660595674071
x:  0.660595674071 , xnext:  0.672627088409
x:  0.672627088409 , xnext:  0.660599665042
x:  0.660599665042 , xnext:  0.672623242765
x:  0.672623242765 , xnext:  0.660603648172
x:  0.660603648172 , xnext:  0.672619404582
x:  0.672619404582 , xnext:  0.660607623486
x:  0.660607623486 , xnext:  0.672615573835
x:  0.672615573835 , xnext:  0.660611591009
x:  0.660611591009 , xnext:  0.672611750501
x:  0.672611750501 , xnext:  0.660615550767
x:  0.660615550767 , xnext:  0.672607934555
x:  0.672607934555 , xnext:  0.660619502786
x:  0.660619502786 , xnext:  0.672604125975
x:  0.672604125975 , xnext:  0.66062344709
x:  0.66062344709 , xnext:  0.672600324735
x:  0.672600324735 , xnext:  0.660627383704
x:  0.660627383704 , xnext:  0.672596530813
x:  0.672596530813 , xnext:  0.660631312654
x:  0.660631312654 , xnext:  0.672592744185
x:  0.672592744185 , xnext:  0.660635233964
x:  0.660635233964 , xnext:  0.672588964828
x:  0.672588964828 , xnext:  0.660639147659
x:  0.660639147659 , xnext:  0.672585192719
x:  0.672585192719 , xnext:  0.660643053763
x:  0.660643053763 , xnext:  0.672581427833
x:  0.672581427833 , xnext:  0.660646952301
x:  0.660646952301 , xnext:  0.672577670149
x:  0.672577670149 , xnext:  0.660650843298
x:  0.660650843298 , xnext:  0.672573919643
x:  0.672573919643 , xnext:  0.660654726777
x:  0.660654726777 , xnext:  0.672570176293
x:  0.672570176293 , xnext:  0.660658602763
x:  0.660658602763 , xnext:  0.672566440075
x:  0.672566440075 , xnext:  0.66066247128
x:  0.66066247128 , xnext:  0.672562710967
x:  0.672562710967 , xnext:  0.660666332351
x:  0.660666332351 , xnext:  0.672558988946
x:  0.672558988946 , xnext:  0.660670186001
x:  0.660670186001 , xnext:  0.672555273991
x:  0.672555273991 , xnext:  0.660674032254
x:  0.660674032254 , xnext:  0.672551566078
x:  0.672551566078 , xnext:  0.660677871132
x:  0.660677871132 , xnext:  0.672547865185
x:  0.672547865185 , xnext:  0.66068170266
x:  0.66068170266 , xnext:  0.672544171291
x:  0.672544171291 , xnext:  0.660685526861
x:  0.660685526861 , xnext:  0.672540484372
x:  0.672540484372 , xnext:  0.660689343758
x:  0.660689343758 , xnext:  0.672536804408
x:  0.672536804408 , xnext:  0.660693153374
x:  0.660693153374 , xnext:  0.672533131376
x:  0.672533131376 , xnext:  0.660696955732
x:  0.660696955732 , xnext:  0.672529465255
x:  0.672529465255 , xnext:  0.660700750856
x:  0.660700750856 , xnext:  0.672525806023
x:  0.672525806023 , xnext:  0.660704538769
x:  0.660704538769 , xnext:  0.672522153657
x:  0.672522153657 , xnext:  0.660708319492
x:  0.660708319492 , xnext:  0.672518508138
x:  0.672518508138 , xnext:  0.66071209305
x:  0.66071209305 , xnext:  0.672514869443
x:  0.672514869443 , xnext:  0.660715859463
x:  0.660715859463 , xnext:  0.672511237551
x:  0.672511237551 , xnext:  0.660719618756
x:  0.660719618756 , xnext:  0.672507612441
x:  0.672507612441 , xnext:  0.66072337095
x:  0.66072337095 , xnext:  0.672503994091
x:  0.672503994091 , xnext:  0.660727116068
x:  0.660727116068 , xnext:  0.672500382482
x:  0.672500382482 , xnext:  0.660730854131
x:  0.660730854131 , xnext:  0.672496777591
x:  0.672496777591 , xnext:  0.660734585162
x:  0.660734585162 , xnext:  0.672493179398
x:  0.672493179398 , xnext:  0.660738309183
x:  0.660738309183 , xnext:  0.672489587883
x:  0.672489587883 , xnext:  0.660742026216
x:  0.660742026216 , xnext:  0.672486003024
x:  0.672486003024 , xnext:  0.660745736283
x:  0.660745736283 , xnext:  0.672482424801
x:  0.672482424801 , xnext:  0.660749439404
x:  0.660749439404 , xnext:  0.672478853194
x:  0.672478853194 , xnext:  0.660753135603
x:  0.660753135603 , xnext:  0.672475288181
x:  0.672475288181 , xnext:  0.6607568249
x:  0.6607568249 , xnext:  0.672471729744
x:  0.672471729744 , xnext:  0.660760507317
x:  0.660760507317 , xnext:  0.672468177861
x:  0.672468177861 , xnext:  0.660764182876
x:  0.660764182876 , xnext:  0.672464632513
x:  0.672464632513 , xnext:  0.660767851597
x:  0.660767851597 , xnext:  0.672461093679
x:  0.672461093679 , xnext:  0.660771513501
x:  0.660771513501 , xnext:  0.67245756134
x:  0.67245756134 , xnext:  0.66077516861
x:  0.66077516861 , xnext:  0.672454035475
x:  0.672454035475 , xnext:  0.660778816945
x:  0.660778816945 , xnext:  0.672450516065
x:  0.672450516065 , xnext:  0.660782458527
x:  0.660782458527 , xnext:  0.67244700309
x:  0.67244700309 , xnext:  0.660786093375
x:  0.660786093375 , xnext:  0.672443496531
x:  0.672443496531 , xnext:  0.660789721512
x:  0.660789721512 , xnext:  0.672439996368
x:  0.672439996368 , xnext:  0.660793342958
x:  0.660793342958 , xnext:  0.672436502581
x:  0.672436502581 , xnext:  0.660796957733
x:  0.660796957733 , xnext:  0.672433015152
x:  0.672433015152 , xnext:  0.660800565857
x:  0.660800565857 , xnext:  0.67242953406
x:  0.67242953406 , xnext:  0.660804167351
x:  0.660804167351 , xnext:  0.672426059287
x:  0.672426059287 , xnext:  0.660807762236
x:  0.660807762236 , xnext:  0.672422590814
x:  0.672422590814 , xnext:  0.660811350531
x:  0.660811350531 , xnext:  0.672419128621
x:  0.672419128621 , xnext:  0.660814932256
x:  0.660814932256 , xnext:  0.67241567269
x:  0.67241567269 , xnext:  0.660818507432
x:  0.660818507432 , xnext:  0.672412223002
x:  0.672412223002 , xnext:  0.660822076079
x:  0.660822076079 , xnext:  0.672408779537
x:  0.672408779537 , xnext:  0.660825638216
x:  0.660825638216 , xnext:  0.672405342278
x:  0.672405342278 , xnext:  0.660829193862
x:  0.660829193862 , xnext:  0.672401911205
x:  0.672401911205 , xnext:  0.660832743039
x:  0.660832743039 , xnext:  0.6723984863
x:  0.6723984863 , xnext:  0.660836285765
x:  0.660836285765 , xnext:  0.672395067544
x:  0.672395067544 , xnext:  0.660839822059
x:  0.660839822059 , xnext:  0.67239165492
x:  0.67239165492 , xnext:  0.660843351942
x:  0.660843351942 , xnext:  0.672388248408
x:  0.672388248408 , xnext:  0.660846875432
x:  0.660846875432 , xnext:  0.672384847991
x:  0.672384847991 , xnext:  0.660850392549
x:  0.660850392549 , xnext:  0.67238145365
x:  0.67238145365 , xnext:  0.660853903312
x:  0.660853903312 , xnext:  0.672378065368
x:  0.672378065368 , xnext:  0.66085740774
x:  0.66085740774 , xnext:  0.672374683125
x:  0.672374683125 , xnext:  0.660860905853
x:  0.660860905853 , xnext:  0.672371306905
x:  0.672371306905 , xnext:  0.660864397668
x:  0.660864397668 , xnext:  0.672367936689
x:  0.672367936689 , xnext:  0.660867883205
x:  0.660867883205 , xnext:  0.67236457246
x:  0.67236457246 , xnext:  0.660871362482
x:  0.660871362482 , xnext:  0.672361214199
x:  0.672361214199 , xnext:  0.660874835519
x:  0.660874835519 , xnext:  0.67235786189
x:  0.67235786189 , xnext:  0.660878302334
x:  0.660878302334 , xnext:  0.672354515514
x:  0.672354515514 , xnext:  0.660881762946
x:  0.660881762946 , xnext:  0.672351175055
x:  0.672351175055 , xnext:  0.660885217372
x:  0.660885217372 , xnext:  0.672347840494
x:  0.672347840494 , xnext:  0.660888665632
x:  0.660888665632 , xnext:  0.672344511814
x:  0.672344511814 , xnext:  0.660892107743
x:  0.660892107743 , xnext:  0.672341188998
x:  0.672341188998 , xnext:  0.660895543724
x:  0.660895543724 , xnext:  0.672337872029
x:  0.672337872029 , xnext:  0.660898973593
x:  0.660898973593 , xnext:  0.67233456089
x:  0.67233456089 , xnext:  0.660902397369
x:  0.660902397369 , xnext:  0.672331255563
x:  0.672331255563 , xnext:  0.660905815068
x:  0.660905815068 , xnext:  0.672327956032
x:  0.672327956032 , xnext:  0.66090922671
x:  0.66090922671 , xnext:  0.672324662279
x:  0.672324662279 , xnext:  0.660912632312
x:  0.660912632312 , xnext:  0.672321374288
x:  0.672321374288 , xnext:  0.660916031891
x:  0.660916031891 , xnext:  0.672318092042
x:  0.672318092042 , xnext:  0.660919425465
x:  0.660919425465 , xnext:  0.672314815524
x:  0.672314815524 , xnext:  0.660922813053
x:  0.660922813053 , xnext:  0.672311544717
x:  0.672311544717 , xnext:  0.660926194672
x:  0.660926194672 , xnext:  0.672308279606
x:  0.672308279606 , xnext:  0.660929570338
x:  0.660929570338 , xnext:  0.672305020172
x:  0.672305020172 , xnext:  0.66093294007
x:  0.66093294007 , xnext:  0.672301766401
x:  0.672301766401 , xnext:  0.660936303885
x:  0.660936303885 , xnext:  0.672298518275
x:  0.672298518275 , xnext:  0.6609396618
x:  0.6609396618 , xnext:  0.672295275779
x:  0.672295275779 , xnext:  0.660943013833
x:  0.660943013833 , xnext:  0.672292038895
x:  0.672292038895 , xnext:  0.66094636
x:  0.66094636 , xnext:  0.672288807608
x:  0.672288807608 , xnext:  0.660949700319
x:  0.660949700319 , xnext:  0.672285581902
x:  0.672285581902 , xnext:  0.660953034806
x:  0.660953034806 , xnext:  0.67228236176
x:  0.67228236176 , xnext:  0.660956363479
x:  0.660956363479 , xnext:  0.672279147167
x:  0.672279147167 , xnext:  0.660959686355
x:  0.660959686355 , xnext:  0.672275938106
x:  0.672275938106 , xnext:  0.660963003449
x:  0.660963003449 , xnext:  0.672272734562
x:  0.672272734562 , xnext:  0.66096631478
x:  0.66096631478 , xnext:  0.672269536519
x:  0.672269536519 , xnext:  0.660969620363
x:  0.660969620363 , xnext:  0.672266343961
x:  0.672266343961 , xnext:  0.660972920215
x:  0.660972920215 , xnext:  0.672263156872
x:  0.672263156872 , xnext:  0.660976214353
x:  0.660976214353 , xnext:  0.672259975237
x:  0.672259975237 , xnext:  0.660979502794
x:  0.660979502794 , xnext:  0.672256799041
x:  0.672256799041 , xnext:  0.660982785553
x:  0.660982785553 , xnext:  0.672253628267
x:  0.672253628267 , xnext:  0.660986062646
x:  0.660986062646 , xnext:  0.672250462901
x:  0.672250462901 , xnext:  0.660989334091
x:  0.660989334091 , xnext:  0.672247302926
x:  0.672247302926 , xnext:  0.660992599904
x:  0.660992599904 , xnext:  0.672244148329
x:  0.672244148329 , xnext:  0.6609958601
x:  0.6609958601 , xnext:  0.672240999092
x:  0.672240999092 , xnext:  0.660999114695
x:  0.660999114695 , xnext:  0.672237855202
x:  0.672237855202 , xnext:  0.661002363706
x:  0.661002363706 , xnext:  0.672234716643
x:  0.672234716643 , xnext:  0.661005607148
x:  0.661005607148 , xnext:  0.6722315834
x:  0.6722315834 , xnext:  0.661008845038
x:  0.661008845038 , xnext:  0.672228455458
x:  0.672228455458 , xnext:  0.661012077391
x:  0.661012077391 , xnext:  0.672225332802
x:  0.672225332802 , xnext:  0.661015304223
x:  0.661015304223 , xnext:  0.672222215418
x:  0.672222215418 , xnext:  0.66101852555
x:  0.66101852555 , xnext:  0.672219103289
x:  0.672219103289 , xnext:  0.661021741387
x:  0.661021741387 , xnext:  0.672215996402
x:  0.672215996402 , xnext:  0.661024951749
x:  0.661024951749 , xnext:  0.672212894742
x:  0.672212894742 , xnext:  0.661028156653
x:  0.661028156653 , xnext:  0.672209798294
x:  0.672209798294 , xnext:  0.661031356114
x:  0.661031356114 , xnext:  0.672206707044
x:  0.672206707044 , xnext:  0.661034550147
x:  0.661034550147 , xnext:  0.672203620977
x:  0.672203620977 , xnext:  0.661037738768
x:  0.661037738768 , xnext:  0.672200540078
x:  0.672200540078 , xnext:  0.661040921991
x:  0.661040921991 , xnext:  0.672197464333
x:  0.672197464333 , xnext:  0.661044099832
x:  0.661044099832 , xnext:  0.672194393728
x:  0.672194393728 , xnext:  0.661047272306
x:  0.661047272306 , xnext:  0.672191328249
x:  0.672191328249 , xnext:  0.661050439428
x:  0.661050439428 , xnext:  0.67218826788
x:  0.67218826788 , xnext:  0.661053601213
x:  0.661053601213 , xnext:  0.672185212609
x:  0.672185212609 , xnext:  0.661056757677
x:  0.661056757677 , xnext:  0.67218216242
x:  0.67218216242 , xnext:  0.661059908833
x:  0.661059908833 , xnext:  0.6721791173
x:  0.6721791173 , xnext:  0.661063054697
x:  0.661063054697 , xnext:  0.672176077235
x:  0.672176077235 , xnext:  0.661066195284
x:  0.661066195284 , xnext:  0.67217304221
x:  0.67217304221 , xnext:  0.661069330608
x:  0.661069330608 , xnext:  0.672170012212
x:  0.672170012212 , xnext:  0.661072460685
x:  0.661072460685 , xnext:  0.672166987227
x:  0.672166987227 , xnext:  0.661075585527
x:  0.661075585527 , xnext:  0.672163967241
x:  0.672163967241 , xnext:  0.661078705152
x:  0.661078705152 , xnext:  0.67216095224
x:  0.67216095224 , xnext:  0.661081819571
x:  0.661081819571 , xnext:  0.672157942211
x:  0.672157942211 , xnext:  0.661084928801
x:  0.661084928801 , xnext:  0.672154937139
x:  0.672154937139 , xnext:  0.661088032856
x:  0.661088032856 , xnext:  0.672151937012
x:  0.672151937012 , xnext:  0.661091131749
x:  0.661091131749 , xnext:  0.672148941815
x:  0.672148941815 , xnext:  0.661094225496
x:  0.661094225496 , xnext:  0.672145951536
x:  0.672145951536 , xnext:  0.661097314109
x:  0.661097314109 , xnext:  0.67214296616
x:  0.67214296616 , xnext:  0.661100397605
x:  0.661100397605 , xnext:  0.672139985675
x:  0.672139985675 , xnext:  0.661103475996
x:  0.661103475996 , xnext:  0.672137010066
x:  0.672137010066 , xnext:  0.661106549296
x:  0.661106549296 , xnext:  0.672134039322
x:  0.672134039322 , xnext:  0.66110961752
x:  0.66110961752 , xnext:  0.672131073427
x:  0.672131073427 , xnext:  0.661112680682
x:  0.661112680682 , xnext:  0.67212811237
x:  0.67212811237 , xnext:  0.661115738796
x:  0.661115738796 , xnext:  0.672125156137
x:  0.672125156137 , xnext:  0.661118791875
x:  0.661118791875 , xnext:  0.672122204715
x:  0.672122204715 , xnext:  0.661121839932
x:  0.661121839932 , xnext:  0.67211925809
x:  0.67211925809 , xnext:  0.661124882983
x:  0.661124882983 , xnext:  0.672116316251
x:  0.672116316251 , xnext:  0.661127921041
x:  0.661127921041 , xnext:  0.672113379183
x:  0.672113379183 , xnext:  0.661130954118
x:  0.661130954118 , xnext:  0.672110446875
x:  0.672110446875 , xnext:  0.66113398223
x:  0.66113398223 , xnext:  0.672107519312
x:  0.672107519312 , xnext:  0.661137005388
x:  0.661137005388 , xnext:  0.672104596483
x:  0.672104596483 , xnext:  0.661140023608
x:  0.661140023608 , xnext:  0.672101678375
x:  0.672101678375 , xnext:  0.661143036902
x:  0.661143036902 , xnext:  0.672098764974
x:  0.672098764974 , xnext:  0.661146045283
x:  0.661146045283 , xnext:  0.672095856269
x:  0.672095856269 , xnext:  0.661149048765
x:  0.661149048765 , xnext:  0.672092952246
x:  0.672092952246 , xnext:  0.661152047361
x:  0.661152047361 , xnext:  0.672090052894
x:  0.672090052894 , xnext:  0.661155041085
x:  0.661155041085 , xnext:  0.672087158199
x:  0.672087158199 , xnext:  0.661158029949
x:  0.661158029949 , xnext:  0.672084268148
x:  0.672084268148 , xnext:  0.661161013967
x:  0.661161013967 , xnext:  0.672081382731
x:  0.672081382731 , xnext:  0.661163993152
x:  0.661163993152 , xnext:  0.672078501934
x:  0.672078501934 , xnext:  0.661166967517
x:  0.661166967517 , xnext:  0.672075625744
x:  0.672075625744 , xnext:  0.661169937074
x:  0.661169937074 , xnext:  0.672072754151
x:  0.672072754151 , xnext:  0.661172901837
x:  0.661172901837 , xnext:  0.67206988714
x:  0.67206988714 , xnext:  0.661175861819
x:  0.661175861819 , xnext:  0.672067024701
x:  0.672067024701 , xnext:  0.661178817032
x:  0.661178817032 , xnext:  0.672064166821
x:  0.672064166821 , xnext:  0.661181767489
x:  0.661181767489 , xnext:  0.672061313488
x:  0.672061313488 , xnext:  0.661184713203
x:  0.661184713203 , xnext:  0.672058464689
x:  0.672058464689 , xnext:  0.661187654186
x:  0.661187654186 , xnext:  0.672055620414
x:  0.672055620414 , xnext:  0.661190590452
x:  0.661190590452 , xnext:  0.672052780649
x:  0.672052780649 , xnext:  0.661193522013
x:  0.661193522013 , xnext:  0.672049945383
x:  0.672049945383 , xnext:  0.661196448881
x:  0.661196448881 , xnext:  0.672047114605
x:  0.672047114605 , xnext:  0.661199371068
x:  0.661199371068 , xnext:  0.672044288301
x:  0.672044288301 , xnext:  0.661202288589
x:  0.661202288589 , xnext:  0.672041466461
x:  0.672041466461 , xnext:  0.661205201453
x:  0.661205201453 , xnext:  0.672038649073
x:  0.672038649073 , xnext:  0.661208109675
x:  0.661208109675 , xnext:  0.672035836125
x:  0.672035836125 , xnext:  0.661211013267
x:  0.661211013267 , xnext:  0.672033027605
x:  0.672033027605 , xnext:  0.66121391224
x:  0.66121391224 , xnext:  0.672030223501
x:  0.672030223501 , xnext:  0.661216806606
x:  0.661216806606 , xnext:  0.672027423803
x:  0.672027423803 , xnext:  0.661219696379
x:  0.661219696379 , xnext:  0.672024628498
x:  0.672024628498 , xnext:  0.66122258157
x:  0.66122258157 , xnext:  0.672021837576
x:  0.672021837576 , xnext:  0.661225462191
x:  0.661225462191 , xnext:  0.672019051024
x:  0.672019051024 , xnext:  0.661228338255
x:  0.661228338255 , xnext:  0.672016268831
x:  0.672016268831 , xnext:  0.661231209773
x:  0.661231209773 , xnext:  0.672013490986
x:  0.672013490986 , xnext:  0.661234076757
x:  0.661234076757 , xnext:  0.672010717477
x:  0.672010717477 , xnext:  0.661236939219
x:  0.661236939219 , xnext:  0.672007948294
x:  0.672007948294 , xnext:  0.661239797171
x:  0.661239797171 , xnext:  0.672005183425
x:  0.672005183425 , xnext:  0.661242650625
x:  0.661242650625 , xnext:  0.672002422858
x:  0.672002422858 , xnext:  0.661245499593
x:  0.661245499593 , xnext:  0.671999666583
x:  0.671999666583 , xnext:  0.661248344086
x:  0.661248344086 , xnext:  0.671996914589
x:  0.671996914589 , xnext:  0.661251184116
x:  0.661251184116 , xnext:  0.671994166864
x:  0.671994166864 , xnext:  0.661254019695
x:  0.661254019695 , xnext:  0.671991423397
x:  0.671991423397 , xnext:  0.661256850834
x:  0.661256850834 , xnext:  0.671988684178
x:  0.671988684178 , xnext:  0.661259677544
x:  0.661259677544 , xnext:  0.671985949195
x:  0.671985949195 , xnext:  0.661262499839
x:  0.661262499839 , xnext:  0.671983218437
x:  0.671983218437 , xnext:  0.661265317728
x:  0.661265317728 , xnext:  0.671980491894
x:  0.671980491894 , xnext:  0.661268131223
x:  0.661268131223 , xnext:  0.671977769555
x:  0.671977769555 , xnext:  0.661270940336
x:  0.661270940336 , xnext:  0.671975051409
x:  0.671975051409 , xnext:  0.661273745079
x:  0.661273745079 , xnext:  0.671972337445
x:  0.671972337445 , xnext:  0.661276545461
x:  0.661276545461 , xnext:  0.671969627652
x:  0.671969627652 , xnext:  0.661279341495
x:  0.661279341495 , xnext:  0.671966922021
x:  0.671966922021 , xnext:  0.661282133192
x:  0.661282133192 , xnext:  0.671964220539
x:  0.671964220539 , xnext:  0.661284920563
x:  0.661284920563 , xnext:  0.671961523197
x:  0.671961523197 , xnext:  0.66128770362
x:  0.66128770362 , xnext:  0.671958829983
x:  0.671958829983 , xnext:  0.661290482372
x:  0.661290482372 , xnext:  0.671956140888
x:  0.671956140888 , xnext:  0.661293256833
x:  0.661293256833 , xnext:  0.671953455901
x:  0.671953455901 , xnext:  0.661296027011
x:  0.661296027011 , xnext:  0.671950775011
x:  0.671950775011 , xnext:  0.661298792919
x:  0.661298792919 , xnext:  0.671948098209
x:  0.671948098209 , xnext:  0.661301554567
x:  0.661301554567 , xnext:  0.671945425483
x:  0.671945425483 , xnext:  0.661304311967
x:  0.661304311967 , xnext:  0.671942756823
x:  0.671942756823 , xnext:  0.661307065129
x:  0.661307065129 , xnext:  0.671940092219
x:  0.671940092219 , xnext:  0.661309814063
x:  0.661309814063 , xnext:  0.67193743166
x:  0.67193743166 , xnext:  0.661312558782
x:  0.661312558782 , xnext:  0.671934775138
x:  0.671934775138 , xnext:  0.661315299295
x:  0.661315299295 , xnext:  0.67193212264
x:  0.67193212264 , xnext:  0.661318035614
x:  0.661318035614 , xnext:  0.671929474157
x:  0.671929474157 , xnext:  0.661320767748
x:  0.661320767748 , xnext:  0.67192682968
x:  0.67192682968 , xnext:  0.661323495709
x:  0.661323495709 , xnext:  0.671924189197
x:  0.671924189197 , xnext:  0.661326219507
x:  0.661326219507 , xnext:  0.671921552699
x:  0.671921552699 , xnext:  0.661328939153
x:  0.661328939153 , xnext:  0.671918920175
x:  0.671918920175 , xnext:  0.661331654657
x:  0.661331654657 , xnext:  0.671916291617
x:  0.671916291617 , xnext:  0.66133436603
x:  0.66133436603 , xnext:  0.671913667013
x:  0.671913667013 , xnext:  0.661337073283
x:  0.661337073283 , xnext:  0.671911046354
x:  0.671911046354 , xnext:  0.661339776425
x:  0.661339776425 , xnext:  0.67190842963
x:  0.67190842963 , xnext:  0.661342475467
x:  0.661342475467 , xnext:  0.671905816831
x:  0.671905816831 , xnext:  0.661345170419
x:  0.661345170419 , xnext:  0.671903207947
x:  0.671903207947 , xnext:  0.661347861293
x:  0.661347861293 , xnext:  0.671900602969
x:  0.671900602969 , xnext:  0.661350548097
x:  0.661350548097 , xnext:  0.671898001887
x:  0.671898001887 , xnext:  0.661353230842
x:  0.661353230842 , xnext:  0.67189540469
x:  0.67189540469 , xnext:  0.661355909539
x:  0.661355909539 , xnext:  0.671892811371
x:  0.671892811371 , xnext:  0.661358584197
x:  0.661358584197 , xnext:  0.671890221917
x:  0.671890221917 , xnext:  0.661361254827
x:  0.661361254827 , xnext:  0.671887636322
x:  0.671887636322 , xnext:  0.661363921439
x:  0.661363921439 , xnext:  0.671885054573
x:  0.671885054573 , xnext:  0.661366584043
x:  0.661366584043 , xnext:  0.671882476663
x:  0.671882476663 , xnext:  0.661369242649
x:  0.661369242649 , xnext:  0.671879902581
x:  0.671879902581 , xnext:  0.661371897266
x:  0.661371897266 , xnext:  0.671877332318
x:  0.671877332318 , xnext:  0.661374547906
x:  0.661374547906 , xnext:  0.671874765864
x:  0.671874765864 , xnext:  0.661377194577
x:  0.661377194577 , xnext:  0.671872203211
x:  0.671872203211 , xnext:  0.66137983729
x:  0.66137983729 , xnext:  0.671869644349
x:  0.671869644349 , xnext:  0.661382476054
x:  0.661382476054 , xnext:  0.671867089268
x:  0.671867089268 , xnext:  0.66138511088
x:  0.66138511088 , xnext:  0.671864537959
x:  0.671864537959 , xnext:  0.661387741776
x:  0.661387741776 , xnext:  0.671861990413
x:  0.671861990413 , xnext:  0.661390368754
x:  0.661390368754 , xnext:  0.67185944662
x:  0.67185944662 , xnext:  0.661392991822
x:  0.661392991822 , xnext:  0.671856906572
x:  0.671856906572 , xnext:  0.66139561099
x:  0.66139561099 , xnext:  0.671854370259
x:  0.671854370259 , xnext:  0.661398226268
x:  0.661398226268 , xnext:  0.671851837672
x:  0.671851837672 , xnext:  0.661400837666
x:  0.661400837666 , xnext:  0.671849308802
x:  0.671849308802 , xnext:  0.661403445193
x:  0.661403445193 , xnext:  0.67184678364
x:  0.67184678364 , xnext:  0.661406048858
x:  0.661406048858 , xnext:  0.671844262176
x:  0.671844262176 , xnext:  0.661408648671
x:  0.661408648671 , xnext:  0.671841744402
x:  0.671841744402 , xnext:  0.661411244642
x:  0.661411244642 , xnext:  0.671839230309
x:  0.671839230309 , xnext:  0.66141383678
x:  0.66141383678 , xnext:  0.671836719887
x:  0.671836719887 , xnext:  0.661416425095
x:  0.661416425095 , xnext:  0.671834213129
x:  0.671834213129 , xnext:  0.661419009595
x:  0.661419009595 , xnext:  0.671831710024
x:  0.671831710024 , xnext:  0.661421590291
x:  0.661421590291 , xnext:  0.671829210564
x:  0.671829210564 , xnext:  0.661424167191
x:  0.661424167191 , xnext:  0.67182671474
x:  0.67182671474 , xnext:  0.661426740305
x:  0.661426740305 , xnext:  0.671824222544
x:  0.671824222544 , xnext:  0.661429309642
x:  0.661429309642 , xnext:  0.671821733966
x:  0.671821733966 , xnext:  0.661431875211
x:  0.661431875211 , xnext:  0.671819248997
x:  0.671819248997 , xnext:  0.661434437022
